Time to complete = 0
   2         0       297
   3         0       580
   4       282       558
   5       433       659
   6       579       768
   7      1608         0
   8       631       748
   9       478       682
  10       306       544
  11       580         0
  12         0       267
Total wins and losses        = 0
Percentage wins              = 0%
Percentage losses            = 0%
Max # of throws in a game    = 0
Average # of throws per game = 0
