Time to complete = 0
   2         0       273
   3         0       625
   4       282       546
   5       448       668
   6       616       744
   7      1684         0
   8       602       759
   9       423       649
  10       263       580
  11       569         0
  12         0       269
Total wins and losses        = 0
Percentage wins              = 0%
Percentage losses            = 0%
Max # of throws in a game    = 0
Average # of throws per game = 0
