Time to complete = 0
   2         0       265
   3         0       547
   4       264       518
   5       453       684
   6       607       785
   7      1615         0
   8       656       809
   9       463       660
  10       280       554
  11       566         0
  12         0       274
Total wins and losses        = 0
Percentage wins              = 0%
Percentage losses            = 0%
Max # of throws in a game    = 0
Average # of throws per game = 0
